var,year,month,exposure_days
wind,2002,8,0.023028552067356208
wind,2002,9,0.027511903663516697
wind,2002,10,0.014349321499306341
wind,2002,11,0.03416727831313584
wind,2002,12,0.04671680863458991
wind,2003,1,0.035847122168326605
wind,2003,2,0.01674681571797547
wind,2003,3,0.0195884332303188
wind,2003,4,0.004760157258695346
wind,2003,5,0.004424970648693443
wind,2003,6,0.00043725468137386075
wind,2003,7,0.0012573341331333326
wind,2003,8,0.005500562880490816
wind,2003,9,0.007594994273910414
wind,2003,10,0.01628609827082176
wind,2003,11,0.019158596119653842
wind,2003,12,0.025308011043549905
wind,2004,1,0.03864905889162216
wind,2004,2,0.02810580926403234
wind,2004,3,0.011082533615267837
wind,2004,4,0.007837888949749017
wind,2004,5,0.001858850374963434
wind,2004,6,0.007278233418272149
wind,2004,7,0.004583809510087111
wind,2004,8,0.022667507040560184
wind,2004,9,0.028748074359143665
wind,2004,10,0.01757410252774088
wind,2004,11,0.013713626430442289
wind,2004,12,0.03322563438578821
wind,2005,1,0.05201764003177287
wind,2005,2,0.021197703079279165
wind,2005,3,0.016349744496855348
wind,2005,4,0.0056262343685967555
wind,2005,5,0.0011515804761968592
wind,2005,6,0.00020788711329265154
wind,2005,7,0.023883281778589373
wind,2005,8,0.04563485268561394
wind,2005,9,0.05693993749620119
wind,2005,10,0.017430990943638754
wind,2005,11,0.023703344119923163
wind,2005,12,0.04503949126960595
wind,2006,1,0.037427335304659304
wind,2006,2,0.013021427019662218
wind,2006,3,0.015813492870310128
wind,2006,4,0.011130506495396833
wind,2006,5,0.020777728804177702
wind,2006,6,0.0009859164672443089
wind,2006,7,0.013728678214221525
wind,2006,8,0.005825904160943744
wind,2006,9,0.00987100010013551
wind,2006,10,0.011183953461847536
wind,2006,11,0.01668818166024819
wind,2006,12,0.031511440623039774
wind,2007,1,0.03573129118918462
wind,2007,2,0.04758743756375492
wind,2007,3,0.021661007644762524
wind,2007,4,0.0043826550817056276
wind,2007,5,0.0028759943765340936
wind,2007,6,0.002486635698404221
wind,2007,7,0.014129462948456125
wind,2007,8,0.003060685439064999
wind,2007,9,0.0055271303829942785
wind,2007,10,0.02590623242275335
wind,2007,11,0.05570859416626421
wind,2007,12,0.023498087642160374
wind,2008,1,0.03652231414167961
wind,2008,2,0.030173234597569515
wind,2008,3,0.01732863668401648
wind,2008,4,0.00611989106158331
wind,2008,5,0.004840107328404258
wind,2008,6,0.004542205999017724
wind,2008,7,0.009853541048774403
wind,2008,8,0.0068857225090261254
wind,2008,9,0.0389688928379497
wind,2008,10,0.005832447559362035
wind,2008,11,0.010782710756194532
wind,2008,12,0.03860511859300526
wind,2009,1,0.042062407238996326
wind,2009,2,0.016970321159438945
wind,2009,3,0.014837989319019735
wind,2009,4,0.005870884817915092
wind,2009,5,0.01167231878081493
wind,2009,6,0.007246194773841757
wind,2009,7,0.001605034796608383
wind,2009,8,0.04503881871604956
wind,2009,9,0.0075276542360163375
wind,2009,10,0.035384556004983754
wind,2009,11,0.05222117025494644
wind,2009,12,0.035109683071572986
wind,2010,1,0.038133317791455124
wind,2010,2,0.024283866215006868
wind,2010,3,0.01754423864129256
wind,2010,4,0.0055830394079604325
wind,2010,5,0.0032272638747509377
wind,2010,6,0.003777647438747027
wind,2010,7,0.0018659050871981696
wind,2010,8,0.0017054003737963647
wind,2010,9,0.0105321568358228
wind,2010,10,0.08447139568054544
wind,2010,11,0.02370292850510832
wind,2010,12,0.03176845794079215
wind,2011,1,0.0291714456109406
wind,2011,2,0.029666324256330347
wind,2011,3,0.012183840273259597
wind,2011,4,0.00887674590219572
wind,2011,5,0.0017346641887251559
wind,2011,6,0.007055419209278974
wind,2011,7,0.011783147020884031
wind,2011,8,0.0254316327906121
wind,2011,9,0.02237831895652676
wind,2011,10,0.040483665113689137
wind,2011,11,0.01611130829725104
wind,2011,12,0.0459990225892148
wind,2012,1,0.043752586494767626
wind,2012,2,0.013119322403023225
wind,2012,3,0.007610452586206896
wind,2012,4,0.006640408486394132
wind,2012,5,0.0008945347827766769
wind,2012,6,0.005969017902684802
wind,2012,7,0.0032449534111444697
wind,2012,8,0.031516571274514446
wind,2012,9,0.010997415279454598
wind,2012,10,0.018337364309618874
wind,2012,11,0.013696586223033873
wind,2012,12,0.027739990851673443
wind,2013,1,0.03323542683165983
wind,2013,2,0.031212534900374685
wind,2013,3,0.02356287952721752
wind,2013,4,0.010794021381868498
wind,2013,5,0.0006859808382685843
wind,2013,6,0.005703970935124294
wind,2013,7,0.002868814852619661
wind,2013,8,0.006071458498038115
wind,2013,9,0.020191954089835984
wind,2013,10,0.017294818103008248
wind,2013,11,0.009685903259833237
wind,2013,12,0.05595080763035993
wind,2014,1,0.06440642304772566
wind,2014,2,0.04804025958815993
wind,2014,3,0.016162098785512904
wind,2014,4,0.005732951330168849
wind,2014,5,0.0015951025699049955
wind,2014,6,0.0042068924590132895
wind,2014,7,0.01417837612794171
wind,2014,8,0.016096924741603243
wind,2014,9,0.005074115582615951
wind,2014,10,0.046931492484690314
wind,2014,11,0.021201758549404547
wind,2014,12,0.036985537002299
wind,2015,1,0.04558242272222594
wind,2015,2,0.021661700375757344
wind,2015,3,0.012254578047061374
wind,2015,4,0.006129691598870542
wind,2015,5,0.0013956161882016027
wind,2015,6,0.0018975615314908926
wind,2015,7,0.032282319288552117
wind,2015,8,0.022182591873390143
wind,2015,9,0.005213168388137484
wind,2015,10,0.025794778855740486
wind,2015,11,0.020624053956777723
wind,2015,12,0.04391382991562382
wind,2016,1,0.03784007480628552
wind,2016,2,0.040372234902430935
wind,2016,3,0.01910428188028627
wind,2016,4,0.008183448634839604
wind,2016,5,0.0024439052967971005
wind,2016,6,0.0006251176418975178
wind,2016,7,0.005534772720551043
wind,2016,8,0.0020045103304053833
wind,2016,9,0.013969996952207376
wind,2016,10,0.017869432796751628
wind,2016,11,0.02543770474224816
wind,2016,12,0.030215924346021297
wind,2017,1,0.023100582710466906
wind,2017,2,0.018829439421532153
wind,2017,3,0.017785678947083064
wind,2017,4,0.00932793360027093
wind,2017,5,0.001850965537741956
wind,2017,6,0.005262711423196635
wind,2017,7,0.0007007097340260551
wind,2017,8,0.007478113239167738
wind,2017,9,0.03486246234533109
wind,2017,10,0.04915015570974021
wind,2017,11,0.02859305241650922
wind,2017,12,0.04497840309553147
wind,2018,1,0.035184393021843306
wind,2018,2,0.015639569760965397
wind,2018,3,0.031341493168510086
wind,2018,4,0.012427081280211518
wind,2018,5,0.0023015839849494226
wind,2018,6,0.0013263270643172145
wind,2018,7,0.003067500946033975
wind,2018,8,0.005071389276489082
wind,2018,9,0.02658226132219978
wind,2018,10,0.02232237141966258
wind,2018,11,0.03579357908360258
wind,2018,12,0.03721871503260767
wind,2019,1,0.02989245680072636
wind,2019,2,0.03441939097449266
wind,2019,3,0.020455076854261546
wind,2019,4,0.005057440223074749
wind,2019,5,0.0012209670437458653
wind,2019,6,0.0028208570118939827
wind,2019,7,0.005465384256629632
wind,2019,8,0.02133116682028993
wind,2019,9,0.014906198388124365
wind,2019,10,0.021318421973612826
wind,2019,11,0.02888522963134135
wind,2019,12,0.06927622433365467
wind,2020,1,0.04080879347739628
wind,2020,2,0.05439183722366905
wind,2020,3,0.00966057728800694
wind,2020,4,0.00547958929215075
wind,2020,5,0.0035935145636885896
wind,2020,6,0.0026694016018594066
wind,2020,7,0.003899783341156914
wind,2020,8,0.004561335757301962
wind,2020,9,0.015402503212863173
wind,2020,10,0.03437930554453307
wind,2020,11,0.023558710164359037
wind,2020,12,0.0515863555838316
wind,2021,1,0.029381114345336867
wind,2021,2,0.026426389376875768
wind,2021,3,0.013435517648015614
wind,2021,4,0.01221074349416741
wind,2021,5,0.0030443356512126485
wind,2021,6,0.0033844458934649537
wind,2021,7,0.03078648600893481
wind,2021,8,0.0027389873980348364
wind,2021,9,0.004642089884957854
wind,2021,10,0.022163647662749312
wind,2021,11,0.008417862459758096
wind,2021,12,0.02957338105164037
wind,2022,1,0.03451799833804538
wind,2022,2,0.037079552738790975
wind,2022,3,0.008325454754933855
wind,2022,4,0.013176640891253602
wind,2022,5,0.0007805988849263201
wind,2022,6,0.00204027912940809
wind,2022,7,0.001302076421344953
wind,2022,8,0.002779063031685253
wind,2022,9,0.02953560298412568
wind,2022,10,0.06862200457696867
wind,2022,11,0.04465490255079437
wind,2022,12,0.029248943249086282
wind,2023,1,0.039466473712782425
wind,2023,2,0.0352508312167368
wind,2023,3,0.009901594014313597
wind,2023,4,0.003594982270102082
wind,2023,5,0.007103844094690587
wind,2023,6,0.011164739432981526
wind,2023,7,0.011116941932851685
wind,2023,8,0.02913498566385287
wind,2023,9,0.012286933277828817
wind,2023,10,0.04170878700789672
wind,2023,11,0.03044918817958217
wind,2023,12,0.030802966799322366
wind,2024,1,0.046529964118055225
wind,2024,2,0.03340735833554604
wind,2024,3,0.01546192189872045
wind,2024,4,0.007881446893247828
wind,2024,5,0.0009654983177699787
wind,2024,6,0.004019757649499415
wind,2024,7,0.018277224734446935
wind,2024,8,0.016824479654329445
wind,2024,9,0.005701165026382864
wind,2024,10,0.08114773755764036
wind,2024,11,0.031075104090730374
wind,2024,12,0.0362249147372985
