scale,unit,var,model,ssp,year,E_annual
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2016,0.063767944
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2017,0.119994958
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2018,0.681375311
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2019,0.254359948
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2020,0.705058429
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2021,0.324215506
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2022,0.672581267
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2023,0.218850101
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2024,0.177096927
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2025,0.27836932
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2026,0.630027287
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2027,0.045853601
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2028,0.43538676
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2029,0.435320026
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2030,0.180455867
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2031,0.285754538
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2032,0.152509194
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2033,0.068202041
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2034,0.801540811
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2035,0.164143137
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2036,0.321412682
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2037,0.198266402
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2038,0.60689287
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2039,0.114411555
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2040,0.09901827
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2041,0.1364634
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2042,0.091803595
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2043,0.291983035
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2044,0.210486119
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2045,0.054966485
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2046,0.425421165
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2047,0.550043006
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2048,0.132481611
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2049,0.006895836
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2050,0.47430745
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2051,0.763458002
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2052,0.024647052
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2053,0.465965714
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2054,0.223484399
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2055,0.06675614
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2056,0.279036659
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2057,0.346875371
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2058,0.086561277
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2059,0.116235615
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2060,0.207779689
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2061,0.180188931
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2062,0.53413068
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2063,0.01870032
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2064,0.758853363
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2065,0.437766936
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2066,0.290566793
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2067,0.339727429
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2068,0.184956697
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2069,0.072057777
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2070,0.124644086
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2071,0.191259343
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2072,0.403243267
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2073,0.051303535
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2074,0.02324564
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2075,0.090669119
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2076,0.561795587
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2077,0.12049917
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2078,0.39372998
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2079,0.151671313
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2080,0.29802616
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2081,0.05466989
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2082,0.147229802
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2083,0.45261152
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2084,0.027946672
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2085,0.825876438
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2086,0.057902776
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2087,0.067163958
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2088,0.19444774
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2089,0.283626468
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2090,0.240887116
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2091,0.278258097
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2092,0.610355618
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2093,0.078909123
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2094,0.061172737
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2095,0.285265156
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2096,0.453553209
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2097,0.462510381
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2098,0.077181457
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2099,0.168977637
corridor,NE_ASIA_SG,wind,access_cm2,SSP5-8.5,2100,0.164031914
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2015,0.101391031
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2016,0.609465832
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2017,0.056605173
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2018,0.298737988
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2019,0.109695693
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2020,0.292954384
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2021,0.379856745
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2022,0.180025804
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2023,0.411065963
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2024,0.390890082
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2025,0.176778088
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2026,0.614834203
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2027,0.323607486
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2028,0.521636612
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2029,0.536117867
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2030,0.059333847
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2031,0.700476035
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2032,0.089853482
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2033,0.469606418
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2034,0.015104105
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2035,0.202819136
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2036,0.1962718
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2037,0.495877328
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2038,0.810505398
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2039,0.346163543
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2040,0.061328449
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2041,0.095926266
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2042,0.556894353
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2043,0.771703346
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2044,0.032573556
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2045,0.029718828
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2046,0.274758275
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2047,1.04075958
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2048,0.223988611
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2049,0.112728378
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2050,0.21375608
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2051,0.696664788
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2052,0.262190058
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2053,0.101680211
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2054,0.795705303
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2055,0.154422233
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2056,0.570107664
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2057,0.21555048
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2058,0.522415174
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2059,0.009498458
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2060,0.798649009
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2061,0.399773105
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2062,0.169555997
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2063,0.581207735
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2064,0.749488373
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2065,0.235140586
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2066,0.574667814
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2067,0.193068573
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2068,0.141638984
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2069,0.236994305
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2070,0.544956401
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2071,0.015319136
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2072,0.391980069
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2073,0.487127773
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2074,1.042769012
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2075,0.094947503
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2076,0.020064658
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2077,0.076180448
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2078,0.541716099
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2079,0.206103927
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2080,0.255879998
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2081,1.454976866
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2082,0.277687152
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2083,0.205421758
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2084,0.422610927
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2085,0.644478882
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2086,0.464542057
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2087,0.592226243
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2088,0.327908115
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2089,0.354423716
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2090,0.361623562
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2091,0.00875697
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2092,0.455429173
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2093,0.073740954
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2094,0.116287519
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2095,0.202774647
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2096,0.504159746
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2097,0.540018092
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2098,0.196916894
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2099,0.406431664
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP1-2.6,2100,0.2059408
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2015,0.358791078
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2016,0.213029422
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2017,0.435801993
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2018,0.331496915
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2019,0.251801815
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2020,0.520954443
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2021,0.61656187
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2022,1.225479001
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2023,0.408411437
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2024,0.203790485
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2025,0.127676771
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2026,0.17000089
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2027,0.21772304
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2028,0.450980247
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2029,0.391194092
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2030,0.185861312
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2031,0.118971705
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2032,0.245847669
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2033,0.985904318
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2034,0.392973662
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2035,0.330392099
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2036,0.091314213
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2037,0.459166271
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2038,0.332572073
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2039,0.034456934
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2040,0.591922233
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2041,0.022244632
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2042,0.357018923
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2043,0.427786511
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2044,0.03172826
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2045,0.087732827
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2046,0.546350397
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2047,0.175836398
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2048,0.167591055
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2049,0.10357842
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2050,0.547521948
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2051,0.437952308
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2052,0.667146162
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2053,0.043021118
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2054,0.623539269
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2055,0.617599953
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2056,0.782951714
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2057,0.466217819
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2058,0.059452485
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2059,0.086450053
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2060,0.092915826
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2061,0.137138154
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2062,0.244246055
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2063,0.390838178
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2064,0.30165945
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2065,0.211383319
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2066,0.098076581
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2067,0.224826492
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2068,0.332927987
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2069,0.140637976
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2070,0.222201625
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2071,0.099418674
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2072,0.300250623
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2073,0.176066259
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2074,0.120439851
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2075,0.527575928
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2076,0.126416242
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2077,0.045164017
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2078,0.497627239
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2079,0.401300569
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2080,0.283211235
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2081,0.780875549
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2082,0.360170246
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2083,0.165500059
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2084,0.035687804
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2085,0.401930834
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2086,0.406765334
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2087,0.407136078
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2088,0.052148831
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2089,0.589408589
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2090,0.424056828
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2091,0.06312285
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2092,0.32005576
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2093,0.433140052
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2094,0.267143196
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2095,0.033715447
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2096,0.226480009
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2097,0.307146459
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2098,0.081341203
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2099,1.095296002
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP2-4.5,2100,0.102688634
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2015,0.253462748
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2016,0.073288646
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2017,0.435586962
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2018,0.083506347
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2019,0.772222387
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2020,0.326432554
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2021,0.324037549
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2022,0.146621782
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2023,0.451284257
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2024,0.251156721
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2025,0.052549235
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2026,0.400455273
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2027,0.32490509
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2028,1.137887057
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2029,1.083980899
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2030,0.129752936
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2031,0.009935935
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2032,0.364582098
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2033,0.370736446
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2034,0.175977281
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2035,0.051696524
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2036,0.833246826
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2037,0.339260292
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2038,0.856796476
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2039,0.40792947
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2040,0.040129315
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2041,0.342411615
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2042,0.242933622
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2043,0.236482679
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2044,0.539491636
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2045,0.481329339
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2046,0.23581534
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2047,0.329672856
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2048,0.300547218
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2049,0.003625875
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2050,0.237921165
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2051,0.216151086
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2052,0.18296951
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2053,0.064687389
corridor,NE_ASIA_SG,wind,cmcc_cm2_sr5,SSP5-8.5,2054,0.819469985
