kind,unit,var,model,ssp,period,year,E_annual,traffic_coverage
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2030-2054,2051,3.0318488146379594,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2030-2054,2052,4.945288844797095,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2030-2054,2053,2.6978698148537856,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2030-2054,2054,3.223479522790048,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2076,3.9515242841595217,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2077,3.070230214504869,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2078,4.107429112938606,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2079,4.420718721163667,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2080,3.132090440897623,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2081,3.167787110334768,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2082,2.0090233416482914,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2083,3.453847975422621,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2084,4.030404552122078,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2085,5.213867593921767,1.0
basin,SAO,wind,cmcc_cm2_sr5,SSP5-8.5,2076-2100,2086,2.4928538603411035,1.0
